OAF_angry/mp3/OAF_back_angry.mp3, "say the word back"
OAF_angry/mp3/OAF_bar_angry.mp3, "say the word bar"
OAF_angry/mp3/OAF_base_angry.mp3, "say the word base"
OAF_angry/mp3/OAF_bath_angry.mp3, "say the word bath"
OAF_angry/mp3/OAF_bean_angry.mp3, "say the word bean"
OAF_angry/mp3/OAF_beg_angry.mp3, "say the word beg"
OAF_angry/mp3/OAF_bite_angry.mp3, "say the word bite"
OAF_angry/mp3/OAF_boat_angry.mp3, "say the word boat"
OAF_angry/mp3/OAF_bone_angry.mp3, "say the word bone"
OAF_angry/mp3/OAF_book_angry.mp3, "say the word book"
OAF_angry/mp3/OAF_bought_angry.mp3, "say the word bought"
OAF_angry/mp3/OAF_burn_angry.mp3, "say the word burn"
OAF_angry/mp3/OAF_cab_angry.mp3, "say the word cab"
OAF_angry/mp3/OAF_calm_angry.mp3, "say the word calm"
OAF_angry/mp3/OAF_came_angry.mp3, "say the word came"
OAF_angry/mp3/OAF_cause_angry.mp3, "say the word cause"
OAF_angry/mp3/OAF_chain_angry.mp3, "say the word chain"
OAF_angry/mp3/OAF_chair_angry.mp3, "say the word chair"
OAF_angry/mp3/OAF_chalk_angry.mp3, "say the word chalk"
OAF_angry/mp3/OAF_chat_angry.mp3, "say the word chat"
OAF_angry/mp3/OAF_check_angry.mp3, "say the word check"
OAF_angry/mp3/OAF_cheek_angry.mp3, "say the word cheek"
OAF_angry/mp3/OAF_chief_angry.mp3, "say the word chief"
OAF_angry/mp3/OAF_choice_angry.mp3, "say the word choice"
OAF_angry/mp3/OAF_cool_angry.mp3, "say the word cool"
OAF_angry/mp3/OAF_dab_angry.mp3, "say the word dab"
OAF_angry/mp3/OAF_date_angry.mp3, "say the word date"
OAF_angry/mp3/OAF_dead_angry.mp3, "say the word dead"
OAF_angry/mp3/OAF_death_angry.mp3, "say the word death"
OAF_angry/mp3/OAF_deep_angry.mp3, "say the word deep"
OAF_angry/mp3/OAF_dime_angry.mp3, "say the word dime"
OAF_angry/mp3/OAF_dip_angry.mp3, "say the word dip"
OAF_angry/mp3/OAF_ditch_angry.mp3, "say the word ditch"
OAF_angry/mp3/OAF_dodge_angry.mp3, "say the word dodge"
OAF_angry/mp3/OAF_dog_angry.mp3, "say the word dog"
OAF_angry/mp3/OAF_doll_angry.mp3, "say the word doll"
OAF_angry/mp3/OAF_door_angry.mp3, "say the word door"
OAF_angry/mp3/OAF_fail_angry.mp3, "say the word fail"
OAF_angry/mp3/OAF_fall_angry.mp3, "say the word fall"
OAF_angry/mp3/OAF_far_angry.mp3, "say the word far"
OAF_angry/mp3/OAF_fat_angry.mp3, "say the word fat"
OAF_angry/mp3/OAF_fit_angry.mp3, "say the word fit"
OAF_angry/mp3/OAF_five_angry.mp3, "say the word five"
OAF_angry/mp3/OAF_food_angry.mp3, "say the word food"
OAF_angry/mp3/OAF_gap_angry.mp3, "say the word gap"
OAF_angry/mp3/OAF_gas_angry.mp3, "say the word gas"
OAF_angry/mp3/OAF_gaze_angry.mp3, "say the word gaze"
OAF_angry/mp3/OAF_germ_angry.mp3, "say the word germ"
OAF_angry/mp3/OAF_get_angry.mp3, "say the word get"
OAF_angry/mp3/OAF_gin_angry.mp3, "say the word gin"
OAF_angry/mp3/OAF_goal_angry.mp3, "say the word goal"
OAF_angry/mp3/OAF_good_angry.mp3, "say the word good"
OAF_angry/mp3/OAF_goose_angry.mp3, "say the word goose"
OAF_angry/mp3/OAF_gun_angry.mp3, "say the word gun"
OAF_angry/mp3/OAF_half_angry.mp3, "say the word half"
OAF_angry/mp3/OAF_hall_angry.mp3, "say the word hall"
OAF_angry/mp3/OAF_hash_angry.mp3, "say the word hash"
OAF_angry/mp3/OAF_hate_angry.mp3, "say the word hate"
OAF_angry/mp3/OAF_have_angry.mp3, "say the word have"
OAF_angry/mp3/OAF_haze_angry.mp3, "say the word haze"
OAF_angry/mp3/OAF_hire_angry.mp3, "say the word hire"
OAF_angry/mp3/OAF_hit_angry.mp3, "say the word hit"
OAF_angry/mp3/OAF_hole_angry.mp3, "say the word hole"
OAF_angry/mp3/OAF_home_angry.mp3, "say the word home"
OAF_angry/mp3/OAF_hurl_angry.mp3, "say the word hurl"
OAF_angry/mp3/OAF_hush_angry.mp3, "say the word hush"
OAF_angry/mp3/OAF_jail_angry.mp3, "say the word jail"
OAF_angry/mp3/OAF_jar_angry.mp3, "say the word jar"
OAF_angry/mp3/OAF_join_angry.mp3, "say the word join"
OAF_angry/mp3/OAF_judge_angry.mp3, "say the word judge"
OAF_angry/mp3/OAF_jug_angry.mp3, "say the word jug"
OAF_angry/mp3/OAF_juice_angry.mp3, "say the word juice"
OAF_angry/mp3/OAF_keen_angry.mp3, "say the word keen"
OAF_angry/mp3/OAF_keep_angry.mp3, "say the word keep"
OAF_angry/mp3/OAF_keg_angry.mp3, "say the word keg"
OAF_angry/mp3/OAF_kick_angry.mp3, "say the word kick"
OAF_angry/mp3/OAF_kill_angry.mp3, "say the word kill"
OAF_angry/mp3/OAF_king_angry.mp3, "say the word king"
OAF_angry/mp3/OAF_kite_angry.mp3, "say the word kite"
OAF_angry/mp3/OAF_knock_angry.mp3, "say the word knock"
OAF_angry/mp3/OAF_late_angry.mp3, "say the word late"
OAF_angry/mp3/OAF_laud_angry.mp3, "say the word laud"
OAF_angry/mp3/OAF_lean_angry.mp3, "say the word lean"
OAF_angry/mp3/OAF_learn_angry.mp3, "say the word learn"
OAF_angry/mp3/OAF_lease_angry.mp3, "say the word lease"
OAF_angry/mp3/OAF_lid_angry.mp3, "say the word lid"
OAF_angry/mp3/OAF_life_angry.mp3, "say the word life"
OAF_angry/mp3/OAF_limb_angry.mp3, "say the word limb"
OAF_angry/mp3/OAF_live_angry.mp3, "say the word live"
OAF_angry/mp3/OAF_loaf_angry.mp3, "say the word loaf"
OAF_angry/mp3/OAF_long_angry.mp3, "say the word long"
OAF_angry/mp3/OAF_lore_angry.mp3, "say the word lore"
OAF_angry/mp3/OAF_lose_angry.mp3, "say the word lose"
OAF_angry/mp3/OAF_lot_angry.mp3, "say the word lot"
OAF_angry/mp3/OAF_love_angry.mp3, "say the word love"
OAF_angry/mp3/OAF_luck_angry.mp3, "say the word luck"
OAF_angry/mp3/OAF_make_angry.mp3, "say the word make"
OAF_angry/mp3/OAF_match_angry.mp3, "say the word match"
OAF_angry/mp3/OAF_merge_angry.mp3, "say the word merge"
